,bill_number,display_name,first_name,id,last_name,party,state
1,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,0,Allard (R-CO),A.,S250,Allard,R,CO
3,0,Baucus (D-MT),Max,S127,Baucus,D,MT
4,0,Bayh (D-IN),Evan,S264,Bayh,D,IN
5,0,Bennett (R-UT),Robert,S231,Bennett,R,UT
6,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
7,0,Bond (R-MO),Christopher,S200,Bond,R,MO
8,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
9,0,Brown (D-OH),Sherrod,S307,Brown,D,OH
10,0,Bunning (R-KY),Jim,S265,Bunning,R,KY
11,0,Burr (R-NC),Richard,S300,Burr,R,NC
12,0,Byrd (D-WV),Robert,S017,Byrd,D,WV
13,0,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
14,0,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
15,0,Carper (D-DE),Thomas,S277,Carper,D,DE
16,0,Casey (D-PA),Bob,S309,Casey,D,PA
17,0,Chambliss (R-GA),Saxby,S290,Chambliss,R,GA
18,0,Clinton (D-NY),Hillary,S278,Clinton,D,NY
19,0,Coburn (R-OK),Tom,S301,Coburn,R,OK
20,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
21,0,Coleman (R-MN),Norm,S291,Coleman,R,MN
22,0,Collins (R-ME),Susan,S252,Collins,R,ME
23,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
24,0,Corker (R-TN),Bob,S310,Corker,R,TN
25,0,Cornyn (R-TX),John,S287,Cornyn,R,TX
26,0,Craig (R-ID),Larry,S215,Craig,R,ID
27,0,Crapo (R-ID),Mike,S266,Crapo,R,ID
28,0,DeMint (R-SC),James,S302,DeMint,R,SC
29,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
30,0,Domenici (R-NM),Pete,S027,Domenici,R,NM
31,0,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
32,0,Durbin (D-IL),Richard,S253,Durbin,D,IL
33,0,Ensign (R-NV),John,S281,Ensign,R,NV
34,0,Enzi (R-WY),Michael,S254,Enzi,R,WY
35,0,Feingold (D-WI),Russ,S230,Feingold,D,WI
36,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
37,0,Graham (R-SC),Lindsey,S293,Graham,R,SC
38,0,Grassley (R-IA),Charles,S153,Grassley,R,IA
39,0,Hagel (R-NE),Chuck,S255,Hagel,R,NE
40,0,Harkin (D-IA),Tom,S172,Harkin,D,IA
41,0,Hatch (R-UT),Orrin,S118,Hatch,R,UT
42,0,Inhofe (R-OK),Jim,S236,Inhofe,R,OK
43,0,Isakson (R-GA),Johnny,S305,Isakson,R,GA
44,0,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
45,0,Kerry (D-MA),John,S173,Kerry,D,MA
46,0,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
47,0,Kohl (D-WI),Herb,S209,Kohl,D,WI
48,0,Kyl (R-AZ),Jon,S243,Kyl,R,AZ
49,0,Landrieu (D-LA),Mary,S258,Landrieu,D,LA
50,0,Leahy (D-VT),Patrick,S057,Leahy,D,VT
51,0,Levin (D-MI),Carl,S131,Levin,D,MI
52,0,Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT
53,0,Lincoln (D-AR),Blanche,S269,Lincoln,D,AR
54,0,Lott (R-MS),Trent,S203,Lott,R,MS
55,0,Lugar (R-IN),Richard,S105,Lugar,R,IN
56,0,Martinez (R-FL),Mel,S304,Martinez,R,FL
57,0,McCaskill (D-MO),Claire,S312,McCaskill,D,MO
58,0,McConnell (R-KY),Mitch,S174,McConnell,R,KY
59,0,Menendez (D-NJ),Robert,S306,Menendez,D,NJ
60,0,Mikulski (D-MD),Barbara,S182,Mikulski,D,MD
61,0,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
62,0,Murray (D-WA),Patty,S229,Murray,D,WA
63,0,Nelson (D-FL),Bill,S282,Nelson,D,FL
64,0,Nelson (D-NE),E.,S283,Nelson,D,NE
65,0,Obama (D-IL),Barack,S298,Obama,D,IL
66,0,Pryor (D-AR),Mark,S295,Pryor,D,AR
67,0,Reed (D-RI),John,S259,Reed,D,RI
68,0,Reid (D-NV),Harry,S198,Reid,D,NV
69,0,Roberts (R-KS),Pat,S260,Roberts,R,KS
70,0,Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV
71,0,Salazar (D-CO),Ken,S297,Salazar,D,CO
72,0,Schumer (D-NY),Charles,S270,Schumer,D,NY
73,0,Sessions (R-AL),Jeff,S261,Sessions,R,AL
74,0,Shelby (R-AL),Richard,S184,Shelby,R,AL
75,0,Smith (R-OR),Gordon,S262,Smith,R,OR
76,0,Snowe (R-ME),Olympia,S245,Snowe,R,ME
77,0,Specter (R-PA),Arlen,S161,Specter,R,PA
78,0,Stabenow (D-MI),Debbie,S284,Stabenow,D,MI
79,0,Stevens (R-AK),Ted,S090,Stevens,R,AK
80,0,Sununu (R-NH),John,S296,Sununu,R,NH
81,0,Tester (D-MT),Jon,S314,Tester,D,MT
82,0,Thomas (R-WY),Craig,S246,Thomas,R,WY
83,0,Thune (R-SD),John,S303,Thune,R,SD
84,0,Vitter (R-LA),David,S299,Vitter,R,LA
85,0,Warner (R-VA),John,S143,Warner,R,VA
86,0,Webb (D-VA),James,S315,Webb,D,VA
87,0,Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI
88,0,Wyden (D-OR),Ron,S247,Wyden,D,OR
89,1,Akaka (D-HI),Daniel,S213,Akaka,D,HI
90,1,Alexander (R-TN),Lamar,S289,Alexander,R,TN
91,1,Allard (R-CO),A.,S250,Allard,R,CO
92,1,Baucus (D-MT),Max,S127,Baucus,D,MT
93,1,Bayh (D-IN),Evan,S264,Bayh,D,IN
94,1,Bennett (R-UT),Robert,S231,Bennett,R,UT
95,1,Biden (D-DE),Joseph,S010,Biden,D,DE
96,1,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
97,1,Bond (R-MO),Christopher,S200,Bond,R,MO
98,1,Boxer (D-CA),Barbara,S223,Boxer,D,CA
99,1,Brown (D-OH),Sherrod,S307,Brown,D,OH
100,1,Bunning (R-KY),Jim,S265,Bunning,R,KY
101,1,Burr (R-NC),Richard,S300,Burr,R,NC
102,1,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
103,1,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
104,1,Carper (D-DE),Thomas,S277,Carper,D,DE
105,1,Casey (D-PA),Bob,S309,Casey,D,PA
106,1,Chambliss (R-GA),Saxby,S290,Chambliss,R,GA
107,1,Clinton (D-NY),Hillary,S278,Clinton,D,NY
108,1,Coburn (R-OK),Tom,S301,Coburn,R,OK
109,1,Cochran (R-MS),Thad,S136,Cochran,R,MS
110,1,Coleman (R-MN),Norm,S291,Coleman,R,MN
111,1,Collins (R-ME),Susan,S252,Collins,R,ME
112,1,Conrad (D-ND),Kent,S201,Conrad,D,ND
113,1,Corker (R-TN),Bob,S310,Corker,R,TN
114,1,Cornyn (R-TX),John,S287,Cornyn,R,TX
115,1,Craig (R-ID),Larry,S215,Craig,R,ID
116,1,DeMint (R-SC),James,S302,DeMint,R,SC
117,1,Dodd (D-CT),Christopher,S150,Dodd,D,CT
118,1,Dole (R-NC),Elizabeth,S292,Dole,R,NC
119,1,Domenici (R-NM),Pete,S027,Domenici,R,NM
120,1,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
121,1,Durbin (D-IL),Richard,S253,Durbin,D,IL
122,1,Ensign (R-NV),John,S281,Ensign,R,NV
123,1,Enzi (R-WY),Michael,S254,Enzi,R,WY
124,1,Feingold (D-WI),Russ,S230,Feingold,D,WI
125,1,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
126,1,Graham (R-SC),Lindsey,S293,Graham,R,SC
127,1,Grassley (R-IA),Charles,S153,Grassley,R,IA
128,1,Gregg (R-NH),Judd,S224,Gregg,R,NH
129,1,Hagel (R-NE),Chuck,S255,Hagel,R,NE
130,1,Harkin (D-IA),Tom,S172,Harkin,D,IA
131,1,Hatch (R-UT),Orrin,S118,Hatch,R,UT
132,1,Hutchison (R-TX),Kay,S235,Hutchison,R,TX
133,1,Inhofe (R-OK),Jim,S236,Inhofe,R,OK
134,1,Isakson (R-GA),Johnny,S305,Isakson,R,GA
135,1,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
136,1,Kerry (D-MA),John,S173,Kerry,D,MA
137,1,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
138,1,Kohl (D-WI),Herb,S209,Kohl,D,WI
139,1,Kyl (R-AZ),Jon,S243,Kyl,R,AZ
140,1,Landrieu (D-LA),Mary,S258,Landrieu,D,LA
141,1,Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ
142,1,Leahy (D-VT),Patrick,S057,Leahy,D,VT
143,1,Levin (D-MI),Carl,S131,Levin,D,MI
144,1,Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT
145,1,Lincoln (D-AR),Blanche,S269,Lincoln,D,AR
146,1,Martinez (R-FL),Mel,S304,Martinez,R,FL
147,1,McCain (R-AZ),John,S197,McCain,R,AZ
148,1,McCaskill (D-MO),Claire,S312,McCaskill,D,MO
149,1,McConnell (R-KY),Mitch,S174,McConnell,R,KY
150,1,Menendez (D-NJ),Robert,S306,Menendez,D,NJ
151,1,Mikulski (D-MD),Barbara,S182,Mikulski,D,MD
152,1,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
153,1,Murray (D-WA),Patty,S229,Murray,D,WA
154,1,Nelson (D-FL),Bill,S282,Nelson,D,FL
155,1,Nelson (D-NE),E.,S283,Nelson,D,NE
156,1,Obama (D-IL),Barack,S298,Obama,D,IL
157,1,Pryor (D-AR),Mark,S295,Pryor,D,AR
158,1,Reed (D-RI),John,S259,Reed,D,RI
159,1,Reid (D-NV),Harry,S198,Reid,D,NV
160,1,Roberts (R-KS),Pat,S260,Roberts,R,KS
161,1,Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV
162,1,Salazar (D-CO),Ken,S297,Salazar,D,CO
163,1,Sanders (I-VT),Bernard,S313,Sanders,I,VT
164,1,Schumer (D-NY),Charles,S270,Schumer,D,NY
165,1,Sessions (R-AL),Jeff,S261,Sessions,R,AL
166,1,Shelby (R-AL),Richard,S184,Shelby,R,AL
167,1,Smith (R-OR),Gordon,S262,Smith,R,OR
168,1,Snowe (R-ME),Olympia,S245,Snowe,R,ME
169,1,Specter (R-PA),Arlen,S161,Specter,R,PA
170,1,Stabenow (D-MI),Debbie,S284,Stabenow,D,MI
171,1,Stevens (R-AK),Ted,S090,Stevens,R,AK
172,1,Sununu (R-NH),John,S296,Sununu,R,NH
173,1,Tester (D-MT),Jon,S314,Tester,D,MT
174,1,Thomas (R-WY),Craig,S246,Thomas,R,WY
175,1,Thune (R-SD),John,S303,Thune,R,SD
176,1,Vitter (R-LA),David,S299,Vitter,R,LA
177,1,Voinovich (R-OH),George,S271,Voinovich,R,OH
178,1,Warner (R-VA),John,S143,Warner,R,VA
179,1,Webb (D-VA),James,S315,Webb,D,VA
180,1,Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI
181,1,Wyden (D-OR),Ron,S247,Wyden,D,OR
182,2,Akaka (D-HI),Daniel,S213,Akaka,D,HI
183,2,Baucus (D-MT),Max,S127,Baucus,D,MT
184,2,Bayh (D-IN),Evan,S264,Bayh,D,IN
185,2,Biden (D-DE),Joseph,S010,Biden,D,DE
186,2,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
187,2,Boxer (D-CA),Barbara,S223,Boxer,D,CA
188,2,Brown (D-OH),Sherrod,S307,Brown,D,OH
189,2,Byrd (D-WV),Robert,S017,Byrd,D,WV
190,2,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
191,2,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
192,2,Carper (D-DE),Thomas,S277,Carper,D,DE
193,2,Casey (D-PA),Bob,S309,Casey,D,PA
194,2,Clinton (D-NY),Hillary,S278,Clinton,D,NY
195,2,Coleman (R-MN),Norm,S291,Coleman,R,MN
196,2,Collins (R-ME),Susan,S252,Collins,R,ME
197,2,Conrad (D-ND),Kent,S201,Conrad,D,ND
198,2,Dodd (D-CT),Christopher,S150,Dodd,D,CT
199,2,Domenici (R-NM),Pete,S027,Domenici,R,NM
200,2,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
201,2,Durbin (D-IL),Richard,S253,Durbin,D,IL
202,2,Feingold (D-WI),Russ,S230,Feingold,D,WI
203,2,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
204,2,Harkin (D-IA),Tom,S172,Harkin,D,IA
205,2,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
206,2,Kerry (D-MA),John,S173,Kerry,D,MA
207,2,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
208,2,Kohl (D-WI),Herb,S209,Kohl,D,WI
209,2,Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ
210,2,Leahy (D-VT),Patrick,S057,Leahy,D,VT
211,2,Levin (D-MI),Carl,S131,Levin,D,MI
212,2,Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT
213,2,Lincoln (D-AR),Blanche,S269,Lincoln,D,AR
214,2,McCaskill (D-MO),Claire,S312,McCaskill,D,MO
215,2,Menendez (D-NJ),Robert,S306,Menendez,D,NJ
216,2,Mikulski (D-MD),Barbara,S182,Mikulski,D,MD
217,2,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
218,2,Murray (D-WA),Patty,S229,Murray,D,WA
219,2,Nelson (D-FL),Bill,S282,Nelson,D,FL
220,2,Nelson (D-NE),E.,S283,Nelson,D,NE
221,2,Obama (D-IL),Barack,S298,Obama,D,IL
222,2,Pryor (D-AR),Mark,S295,Pryor,D,AR
223,2,Reed (D-RI),John,S259,Reed,D,RI
224,2,Reid (D-NV),Harry,S198,Reid,D,NV
225,2,Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV
226,2,Salazar (D-CO),Ken,S297,Salazar,D,CO
227,2,Sanders (I-VT),Bernard,S313,Sanders,I,VT
228,2,Schumer (D-NY),Charles,S270,Schumer,D,NY
229,2,Smith (R-OR),Gordon,S262,Smith,R,OR
230,2,Snowe (R-ME),Olympia,S245,Snowe,R,ME
231,2,Stabenow (D-MI),Debbie,S284,Stabenow,D,MI
232,2,Stevens (R-AK),Ted,S090,Stevens,R,AK
233,2,Tester (D-MT),Jon,S314,Tester,D,MT
234,2,Thomas (R-WY),Craig,S246,Thomas,R,WY
235,2,Webb (D-VA),James,S315,Webb,D,VA
236,2,Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI
237,2,Wyden (D-OR),Ron,S247,Wyden,D,OR
238,3,Akaka (D-HI),Daniel,S213,Akaka,D,HI
239,3,Alexander (R-TN),Lamar,S289,Alexander,R,TN
240,3,Baucus (D-MT),Max,S127,Baucus,D,MT
241,3,Bennett (R-UT),Robert,S231,Bennett,R,UT
242,3,Biden (D-DE),Joseph,S010,Biden,D,DE
243,3,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
244,3,Bond (R-MO),Christopher,S200,Bond,R,MO
245,3,Brown (D-OH),Sherrod,S307,Brown,D,OH
246,3,Bunning (R-KY),Jim,S265,Bunning,R,KY
247,3,Byrd (D-WV),Robert,S017,Byrd,D,WV
248,3,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
249,3,Carper (D-DE),Thomas,S277,Carper,D,DE
250,3,Casey (D-PA),Bob,S309,Casey,D,PA
251,3,Clinton (D-NY),Hillary,S278,Clinton,D,NY
252,3,Coleman (R-MN),Norm,S291,Coleman,R,MN
253,3,Collins (R-ME),Susan,S252,Collins,R,ME
254,3,Conrad (D-ND),Kent,S201,Conrad,D,ND
255,3,Dodd (D-CT),Christopher,S150,Dodd,D,CT
256,3,Domenici (R-NM),Pete,S027,Domenici,R,NM
257,3,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
258,3,Durbin (D-IL),Richard,S253,Durbin,D,IL
259,3,Enzi (R-WY),Michael,S254,Enzi,R,WY
260,3,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
261,3,Gregg (R-NH),Judd,S224,Gregg,R,NH
262,3,Hatch (R-UT),Orrin,S118,Hatch,R,UT
263,3,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
264,3,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
265,3,Kohl (D-WI),Herb,S209,Kohl,D,WI
266,3,Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ
