,0,bill_number,display_name,first_name,id,last_name,party,state
1,,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,,0,Baucus (D-MT),Max,S127,Baucus,D,MT
3,,0,Bennett (R-UT),Robert,S231,Bennett,R,UT
4,,0,Biden (D-DE),Joseph,S010,Biden,D,DE
5,,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
6,,0,Bond (R-MO),Christopher,S200,Bond,R,MO
7,,0,Boren (D-OK),David,S128,Boren,D,OK
8,,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
9,,0,Bradley (D-NJ),Bill,S132,Bradley,D,NJ
10,,0,Breaux (D-LA),John,S179,Breaux,D,LA
11,,0,Brown (R-CO),Hank,S214,Brown,R,CO
12,,0,Bryan (D-NV),Richard,S206,Bryan,D,NV
13,,0,Bumpers (D-AR),Dale,S014,Bumpers,D,AR
14,,0,Burns (R-MT),Conrad,S211,Burns,R,MT
15,,0,Byrd (D-WV),Robert,S017,Byrd,D,WV
16,,0,Campbell (D-CO),Ben,S225,Campbell,D,CO
17,,0,Chafee (R-RI),John,S116,Chafee,R,RI
18,,0,Coats (R-IN),Dan,S212,Coats,R,IN
19,,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
20,,0,Cohen (R-ME),William,S137,Cohen,R,ME
21,,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
22,,0,Coverdell (R-GA),Paul,S228,Coverdell,R,GA
23,,0,Craig (R-ID),Larry,S215,Craig,R,ID
24,,0,D'Amato (R-NY),Alfonse,S147,D'Amato,R,NY
25,,0,Danforth (R-MO),John,S108,Danforth,R,MO
26,,0,Daschle (D-SD),Thomas,S185,Daschle,D,SD
27,,0,DeConcini (D-AZ),Dennis,S102,DeConcini,D,AZ
28,,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
29,,0,Dole (R-KS),Bob,S026,Dole,R,KS
30,,0,Domenici (R-NM),Pete,S027,Domenici,R,NM
31,,0,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
32,,0,Durenberger (R-MN),Dave,S133,Durenberger,R,MN
33,,0,Exon (D-NE),J.,S129,Exon,D,NE
34,,0,Faircloth (R-NC),Lauch,S227,Faircloth,R,NC
35,,0,Feingold (D-WI),Russell,S230,Feingold,D,WI
36,,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
37,,0,Ford (D-KY),Wendell,S033,Ford,D,KY
38,,0,Glenn (D-OH),John,S035,Glenn,D,OH
